"sample_size","sample_design","coef","cov_name","num_sim","analysis","lrt","wald","score"
100,"Intensive",0.25,"AGE",1000,"power",8.39965269802087,8.67079844826177,7.73395152709034
100,"Intensive",0.25,"AGE",1000,"power",4.76694361954924,4.86209578225815,4.47600229137257
100,"Intensive",0.25,"AGE",1000,"power",11.4734464723451,12.0666819110869,10.3855796085777
100,"Intensive",0.25,"AGE",1000,"power",24.8817356014133,27.4855081970283,21.2775092014921
100,"Intensive",0.25,"AGE",1000,"power",13.307039532996,14.0033389433318,11.9768728224507
100,"Intensive",0.25,"AGE",1000,"power",14.4451279713876,15.3210601355436,13.0096452089105
100,"Intensive",0.25,"AGE",1000,"power",12.2907072643193,12.9324932997686,11.1390420957979
100,"Intensive",0.25,"AGE",1000,"power",2.16521454803751,2.19273184217746,2.06036191566051
100,"Intensive",0.25,"AGE",1000,"power",1.44527119601389,1.44791126291952,1.38236885096855
100,"Intensive",0.25,"AGE",1000,"power",7.20666515978064,7.40686633888997,6.70675957444193
100,"Intensive",0.25,"AGE",1000,"power",6.97132212737324,7.17246338608267,6.50379475862069
100,"Intensive",0.25,"AGE",1000,"power",16.0624121470846,17.3064610671056,14.2802171941183
100,"Intensive",0.25,"AGE",1000,"power",15.025576796922,15.9271063584982,13.4485640673611
100,"Intensive",0.25,"AGE",1000,"power",0.927153368418658,0.934142428656154,0.886943080926748
100,"Intensive",0.25,"AGE",1000,"power",4.9571468989825,5.04806728561396,4.64464715082311
100,"Intensive",0.25,"AGE",1000,"power",0.859158841266435,0.857036518912411,0.824737893334098
100,"Intensive",0.25,"AGE",1000,"power",6.82401248586575,6.99948365698681,6.3354975057642
100,"Intensive",0.25,"AGE",1000,"power",17.1960993113908,18.4000975174626,15.2496710669596
100,"Intensive",0.25,"AGE",1000,"power",11.147575719343,11.7053801497469,10.132653790018
100,"Intensive",0.25,"AGE",1000,"power",10.3399159240362,10.7692595646587,9.48079547773679
100,"Intensive",0.25,"AGE",1000,"power",12.9941638095934,13.6348267022968,11.7549318202478
100,"Intensive",0.25,"AGE",1000,"power",5.02919140853919,5.09764630826931,4.74621590059131
100,"Intensive",0.25,"AGE",1000,"power",4.07177254608814,4.10282734955264,3.85660171753298
100,"Intensive",0.25,"AGE",1000,"power",8.61837221052974,8.86664212387904,7.95385484499879
100,"Intensive",0.25,"AGE",1000,"power",1.32430531143746,1.33038121787704,1.26874178016282
100,"Intensive",0.25,"AGE",1000,"power",4.72261166762564,4.80733278442608,4.44316022075174
100,"Intensive",0.25,"AGE",1000,"power",4.56814060209854,4.64289398648181,4.30891395167406
100,"Intensive",0.25,"AGE",1000,"power",7.65578680904036,7.88491638076049,7.12388188490931
100,"Intensive",0.25,"AGE",1000,"power",5.5862670157785,5.71412188519886,5.21929295570331
100,"Intensive",0.25,"AGE",1000,"power",14.0869979023309,14.8954088872546,12.6608726876642
100,"Intensive",0.25,"AGE",1000,"power",15.9702173451442,16.7776806944777,14.3001959006724
100,"Intensive",0.25,"AGE",1000,"power",4.15392149859326,4.19990523021801,3.92588007523949
100,"Intensive",0.25,"AGE",1000,"power",15.5057938103646,16.5446850528962,13.7819107691791
100,"Intensive",0.25,"AGE",1000,"power",14.661547537964,15.6546579228973,13.0692844095544
100,"Intensive",0.25,"AGE",1000,"power",3.33455586996934,3.37813187574036,3.1589300091735
100,"Intensive",0.25,"AGE",1000,"power",11.3498535864373,11.8754734962428,10.3283322108411
100,"Intensive",0.25,"AGE",1000,"power",8.9904536974791,9.35398646521328,8.25174387114041
100,"Intensive",0.25,"AGE",1000,"power",2.99323218909831,3.04510945830986,2.82958481831679
100,"Intensive",0.25,"AGE",1000,"power",17.4136008019223,18.5068961801755,15.3520477391429
100,"Intensive",0.25,"AGE",1000,"power",6.64283199136662,6.81917882865646,6.16639024030097
100,"Intensive",0.25,"AGE",1000,"power",5.48192835439477,5.61947429945329,5.11956407029047
100,"Intensive",0.25,"AGE",1000,"power",3.29477053959454,3.33898021118541,3.11381132627692
100,"Intensive",0.25,"AGE",1000,"power",14.9712004676903,15.8469357670616,13.4274990991247
100,"Intensive",0.25,"AGE",1000,"power",11.5993203531598,12.1780166292731,10.5391006503157
100,"Intensive",0.25,"AGE",1000,"power",7.00925400814049,7.2528646321157,6.52349408129537
100,"Intensive",0.25,"AGE",1000,"power",6.03370448601345,6.16134334282431,5.64581618214744
100,"Intensive",0.25,"AGE",1000,"power",11.7757272815406,12.2253018207128,10.7085772206067
100,"Intensive",0.25,"AGE",1000,"power",17.666299272556,18.8307728180801,15.6725726026411
100,"Intensive",0.25,"AGE",1000,"power",8.74955979730112,9.04463273156952,8.0767693993481
100,"Intensive",0.25,"AGE",1000,"power",6.48834478917888,6.65921620518535,6.05118609882617
100,"Intensive",0.25,"AGE",1000,"power",20.5683786277859,21.9180098580066,17.933132690887
100,"Intensive",0.25,"AGE",1000,"power",14.8787640920154,15.6737928633755,13.2450503236909
100,"Intensive",0.25,"AGE",1000,"power",2.86131822151492,2.88259057439756,2.72026784377792
100,"Intensive",0.25,"AGE",1000,"power",4.69625236582851,4.76464839097394,4.42831440377973
100,"Intensive",0.25,"AGE",1000,"power",9.15987400815629,9.51766291497369,8.4022628706414
100,"Intensive",0.25,"AGE",1000,"power",17.4887516761983,18.81184791692,15.4523720414434
100,"Intensive",0.25,"AGE",1000,"power",6.8814263003851,7.0873830212956,6.39685695686377
100,"Intensive",0.25,"AGE",1000,"power",11.7931970178015,12.3395998566572,10.7537859005248
100,"Intensive",0.25,"AGE",1000,"power",6.77759853105363,6.99313048010364,6.27628760109688
100,"Intensive",0.25,"AGE",1000,"power",1.25235851285379,1.24718640552289,1.19938069520536
100,"Intensive",0.25,"AGE",1000,"power",10.0278615951929,10.4763772414813,9.17260520332981
100,"Intensive",0.25,"AGE",1000,"power",6.50000923357402,6.66221014109841,6.08135983115969
100,"Intensive",0.25,"AGE",1000,"power",9.79116657263512,10.2139646841429,8.95913875891958
100,"Intensive",0.25,"AGE",1000,"power",8.50444234278348,8.78589200892137,7.84054117447098
100,"Intensive",0.25,"AGE",1000,"power",1.72758909906315,1.7366122039501,1.65552209321877
100,"Intensive",0.25,"AGE",1000,"power",10.4372244351816,10.8884200285934,9.5647875971613
100,"Intensive",0.25,"AGE",1000,"power",2.95685155983847,2.99235598426581,2.8000878929546
100,"Intensive",0.25,"AGE",1000,"power",4.68170764979641,4.75052803229085,4.41473172302049
100,"Intensive",0.25,"AGE",1000,"power",15.1492153254712,16.0351500949135,13.5507014026034
100,"Intensive",0.25,"AGE",1000,"power",19.2142570499327,20.5923991481565,16.9539536573235
100,"Intensive",0.25,"AGE",1000,"power",4.19177343181673,4.26432397051869,3.94310730670575
100,"Intensive",0.25,"AGE",1000,"power",3.91856405617273,3.98035488645934,3.69054538930335
100,"Intensive",0.25,"AGE",1000,"power",2.90212938653895,2.9286301494793,2.75385547457208
100,"Intensive",0.25,"AGE",1000,"power",4.30123773449668,4.38388306884694,4.0570390447371
100,"Intensive",0.25,"AGE",1000,"power",15.6809032676865,16.6824287170674,14.036469287099
100,"Intensive",0.25,"AGE",1000,"power",8.35699944652879,8.6465565758809,7.7504665135614
100,"Intensive",0.25,"AGE",1000,"power",11.656040285563,12.2544235513124,10.5517590554701
100,"Intensive",0.25,"AGE",1000,"power",12.1594952046735,12.837426458999,11.0171409523151
100,"Intensive",0.25,"AGE",1000,"power",5.66346948264891,5.77392445686784,5.315508087751
100,"Intensive",0.25,"AGE",1000,"power",22.1139380558052,24.434860781068,19.1141977953911
100,"Intensive",0.25,"AGE",1000,"power",0.238524725215029,0.237957925955841,0.229753321124407
100,"Intensive",0.25,"AGE",1000,"power",21.1401129574533,23.2853400378443,18.3534600489181
100,"Intensive",0.25,"AGE",1000,"power",13.1881530076917,13.8502280587012,11.9122114584342
100,"Intensive",0.25,"AGE",1000,"power",2.57340770350584,2.59372412541315,2.45113284966946
100,"Intensive",0.25,"AGE",1000,"power",5.70647904821453,5.88644607718288,5.32443219191036
100,"Intensive",0.25,"AGE",1000,"power",7.85792650770054,8.08204635238477,7.29700602014709
100,"Intensive",0.25,"AGE",1000,"power",10.5198127590656,11.0130404816583,9.62444100349529
100,"Intensive",0.25,"AGE",1000,"power",7.77152185326031,7.9619183061386,7.2149213759305
100,"Intensive",0.25,"AGE",1000,"power",3.66742970183168,3.74275080293732,3.46717051047959
100,"Intensive",0.25,"AGE",1000,"power",4.61263758398582,4.68322487685922,4.33709780540578
100,"Intensive",0.25,"AGE",1000,"power",11.8468811712301,12.465805001907,10.7116606116933
100,"Intensive",0.25,"AGE",1000,"power",28.0551399071473,31.5588128464746,23.4984916066695
100,"Intensive",0.25,"AGE",1000,"power",5.6635569347236,5.80285959989004,5.28862231070791
100,"Intensive",0.25,"AGE",1000,"power",19.1299508977081,20.7090921792438,16.7646565797228
100,"Intensive",0.25,"AGE",1000,"power",18.0839755577845,19.4824133907355,15.987909134444
100,"Intensive",0.25,"AGE",1000,"power",1.85460582551605,1.86827313646056,1.76751183612937
100,"Intensive",0.25,"AGE",1000,"power",11.1434547774925,11.700134996079,10.1385987712397
100,"Intensive",0.25,"AGE",1000,"power",2.94957264752247,2.97610119573457,2.80091295231687
100,"Intensive",0.25,"AGE",1000,"power",11.7238582861473,12.2741586636675,10.620229117266
100,"Intensive",0.25,"AGE",1000,"power",4.65943981387227,4.7330324808528,4.40184186810825
100,"Intensive",0.25,"AGE",1000,"power",23.9744286785799,26.3365408057513,20.6132790185094
100,"Intensive",0.25,"AGE",1000,"power",7.96002176047659,8.21515959817333,7.35112567041959
100,"Intensive",0.25,"AGE",1000,"power",15.1593330077221,16.180597029622,13.5662934624264
100,"Intensive",0.25,"AGE",1000,"power",13.4716759317107,14.1929733611964,12.1857745251639
100,"Intensive",0.25,"AGE",1000,"power",6.9244502239917,7.08505003217839,6.44611762630915
100,"Intensive",0.25,"AGE",1000,"power",7.28299361533482,7.56997514275981,6.75086439154487
100,"Intensive",0.25,"AGE",1000,"power",8.22119923006539,8.49133312598473,7.61010341887832
100,"Intensive",0.25,"AGE",1000,"power",14.7462774508194,15.6741585775776,13.2199692757706
100,"Intensive",0.25,"AGE",1000,"power",15.8836345157279,17.0037332450092,14.158479607047
100,"Intensive",0.25,"AGE",1000,"power",7.28556632350319,7.5384049743291,6.7536976579876
100,"Intensive",0.25,"AGE",1000,"power",9.27497199582831,9.6315488875824,8.52995252785815
100,"Intensive",0.25,"AGE",1000,"power",10.0396915422734,10.426382957806,9.22729650394237
100,"Intensive",0.25,"AGE",1000,"power",6.44279060045483,6.64718227325511,5.97451064580064
100,"Intensive",0.25,"AGE",1000,"power",10.265814071282,10.6009792914318,9.41480541261319
100,"Intensive",0.25,"AGE",1000,"power",1.14449939476708,1.13997777075995,1.10149294979241
100,"Intensive",0.25,"AGE",1000,"power",14.6506900877175,15.4539386590495,13.1443904356646
100,"Intensive",0.25,"AGE",1000,"power",3.70038594872585,3.76110268749388,3.50574358142628
100,"Intensive",0.25,"AGE",1000,"power",10.6462803672584,11.0466146233252,9.77169938141658
100,"Intensive",0.25,"AGE",1000,"power",8.97851825062298,9.30464928351479,8.27997208541209
100,"Intensive",0.25,"AGE",1000,"power",5.02484359958362,5.12058689576426,4.71442062307982
100,"Intensive",0.25,"AGE",1000,"power",13.6919535369798,14.4489076871392,12.3599535329536
100,"Intensive",0.25,"AGE",1000,"power",5.98324964852782,6.14268392138515,5.59047214859453
100,"Intensive",0.25,"AGE",1000,"power",4.91597650452331,5.00347009535606,4.62022787597839
100,"Intensive",0.25,"AGE",1000,"power",10.4734028092598,10.9631961700443,9.60441080803868
100,"Intensive",0.25,"AGE",1000,"power",4.37720775050911,4.4625808302052,4.11467773670828
100,"Intensive",0.25,"AGE",1000,"power",8.51219412320461,8.75599844492565,7.85036094204271
100,"Intensive",0.25,"AGE",1000,"power",12.1279011714441,12.6506601839755,11.0349063719459
100,"Intensive",0.25,"AGE",1000,"power",1.77465922679494,1.78214236999736,1.69306172567073
100,"Intensive",0.25,"AGE",1000,"power",16.2009784444699,17.2773684440513,14.4628732709439
100,"Intensive",0.25,"AGE",1000,"power",11.4392976147465,12.0208787776504,10.2467766126559
100,"Intensive",0.25,"AGE",1000,"power",4.51569477379053,4.59159871806008,4.23828793318422
100,"Intensive",0.25,"AGE",1000,"power",3.01708544120629,3.05877906861469,2.86451768437015
100,"Intensive",0.25,"AGE",1000,"power",10.073652896197,10.3905905781529,9.30566359911424
100,"Intensive",0.25,"AGE",1000,"power",9.93780781143778,10.3555313284004,9.13542851157571
100,"Intensive",0.25,"AGE",1000,"power",3.60044636581824,3.66930987232386,3.39218870500613
100,"Intensive",0.25,"AGE",1000,"power",9.04078121107977,9.40632710351982,8.33450728350167
100,"Intensive",0.25,"AGE",1000,"power",8.74234812948271,9.07445902879818,8.07294401073008
100,"Intensive",0.25,"AGE",1000,"power",11.3089762457666,11.7946937108514,10.343487775904
100,"Intensive",0.25,"AGE",1000,"power",25.2678005197913,27.8287324128331,21.6318072960042
100,"Intensive",0.25,"AGE",1000,"power",10.7600288191243,11.2124686481371,9.85532008167726
100,"Intensive",0.25,"AGE",1000,"power",14.2648291215128,15.2011509498659,12.7870498876836
100,"Intensive",0.25,"AGE",1000,"power",21.6719506392146,23.4488399229533,18.8465359915652
100,"Intensive",0.25,"AGE",1000,"power",4.38456872747611,4.47921751732595,4.11910036234723
100,"Intensive",0.25,"AGE",1000,"power",5.3321535424966,5.44281216661935,5.00033880769481
100,"Intensive",0.25,"AGE",1000,"power",18.3211403395262,19.8698443822432,16.0429161510483
100,"Intensive",0.25,"AGE",1000,"power",9.82549672579808,10.142801557255,9.02986520640269
100,"Intensive",0.25,"AGE",1000,"power",2.79315153573589,2.81381176345512,2.64946608962661
100,"Intensive",0.25,"AGE",1000,"power",3.40878971328675,3.44437828030041,3.23314619964832
100,"Intensive",0.25,"AGE",1000,"power",6.90752167836217,7.09365017631496,6.39593462336662
100,"Intensive",0.25,"AGE",1000,"power",3.91205336702114,3.98864610919523,3.68859778229484
100,"Intensive",0.25,"AGE",1000,"power",2.2070286490989,2.23098177736874,2.10074052285481
100,"Intensive",0.25,"AGE",1000,"power",11.3820464678429,11.8187015288222,10.4215927362973
100,"Intensive",0.25,"AGE",1000,"power",8.9612888166339,9.26062451822502,8.26357384867568
100,"Intensive",0.25,"AGE",1000,"power",15.6648420705851,16.7767025484372,14.0076149533882
100,"Intensive",0.25,"AGE",1000,"power",6.22073955210271,6.38615518201487,5.80464788146625
100,"Intensive",0.25,"AGE",1000,"power",0.0486539292705856,0.0485360414834576,0.0468965298665933
100,"Intensive",0.25,"AGE",1000,"power",8.93577074283985,9.31387774289266,8.19070265101649
100,"Intensive",0.25,"AGE",1000,"power",4.74624581241369,4.81123314624684,4.47361785565282
100,"Intensive",0.25,"AGE",1000,"power",6.34785764131175,6.48217672405718,5.9425840488275
100,"Intensive",0.25,"AGE",1000,"power",8.43375419918175,8.71563232461006,7.81240149895988
100,"Intensive",0.25,"AGE",1000,"power",9.46886683189223,9.84448040640715,8.69601659416474
100,"Intensive",0.25,"AGE",1000,"power",7.73524373081,7.97000821988276,7.17981524688095
100,"Intensive",0.25,"AGE",1000,"power",5.99222665958132,6.11068407974239,5.61086108942116
100,"Intensive",0.25,"AGE",1000,"power",1.20682462967397,1.2132540470337,1.15567868210305
100,"Intensive",0.25,"AGE",1000,"power",11.698278779555,12.3262330095513,10.5852807920386
100,"Intensive",0.25,"AGE",1000,"power",10.1546719805037,10.5286347683168,9.3481711558613
100,"Intensive",0.25,"AGE",1000,"power",20.6585274204153,22.4299503619564,17.9543716358743
100,"Intensive",0.25,"AGE",1000,"power",14.5423244172298,15.4247702919346,13.0580433325071
100,"Intensive",0.25,"AGE",1000,"power",13.5666342826398,14.4386050082797,12.1820230446358
100,"Intensive",0.25,"AGE",1000,"power",8.33008577458622,8.6379442012149,7.66141586342504
100,"Intensive",0.25,"AGE",1000,"power",7.16201053236091,7.31722797744001,6.65756797808219
100,"Intensive",0.25,"AGE",1000,"power",3.87403583718242,3.94161117549395,3.64967984445827
100,"Intensive",0.25,"AGE",1000,"power",7.22917240892548,7.42937175431025,6.73583626233651
100,"Intensive",0.25,"AGE",1000,"power",7.99103980206291,8.25571990485468,7.40476841602
100,"Intensive",0.25,"AGE",1000,"power",12.2137966500122,12.8005860396391,10.9628056909068
100,"Intensive",0.25,"AGE",1000,"power",11.7318328483852,12.2946918057053,10.6719049499162
100,"Intensive",0.25,"AGE",1000,"power",1.83087914853422,1.84071211070321,1.74978773992363
100,"Intensive",0.25,"AGE",1000,"power",33.0593605351523,37.708591441287,27.0938735145586
100,"Intensive",0.25,"AGE",1000,"power",11.7272867787406,12.2432234300445,10.6571295009771
100,"Intensive",0.25,"AGE",1000,"power",8.49654065583945,8.84230043262288,7.83649707657054
100,"Intensive",0.25,"AGE",1000,"power",7.67364949671628,7.94194038703414,7.09980183269288
100,"Intensive",0.25,"AGE",1000,"power",2.07608419681947,2.09534325901783,1.97725295642816
100,"Intensive",0.25,"AGE",1000,"power",4.85156633069892,4.9296238725878,4.56326146245454
100,"Intensive",0.25,"AGE",1000,"power",2.85901524219935,2.87737885453446,2.71608079920637
100,"Intensive",0.25,"AGE",1000,"power",8.29043425867985,8.59255848200797,7.63440268553368
100,"Intensive",0.25,"AGE",1000,"power",15.1786620441262,16.1558046850641,13.5849309517582
100,"Intensive",0.25,"AGE",1000,"power",10.9569785450576,11.4574633946773,9.979673823661
100,"Intensive",0.25,"AGE",1000,"power",6.39369197974247,6.48196045764134,5.98661704943558
100,"Intensive",0.25,"AGE",1000,"power",6.64394144868675,6.78954124806914,6.22364166369116
100,"Intensive",0.25,"AGE",1000,"power",15.5541384837106,16.6073695813812,13.7403270289305
100,"Intensive",0.25,"AGE",1000,"power",9.6192570371868,10.0537667028932,8.78362088519845
100,"Intensive",0.25,"AGE",1000,"power",6.34809544613017,6.4923027028549,5.94814058749833
100,"Intensive",0.25,"AGE",1000,"power",20.3192315071819,22.1769286541113,17.6806859883786
100,"Intensive",0.25,"AGE",1000,"power",15.5858120939465,16.5986272054215,13.9649110740194
100,"Intensive",0.25,"AGE",1000,"power",13.4634383028033,14.3061877442792,12.1418643633663
100,"Intensive",0.25,"AGE",1000,"power",8.23671364453276,8.55460022617913,7.59847199805049
100,"Intensive",0.25,"AGE",1000,"power",5.25838336825473,5.38254743971254,4.92923799763371
100,"Intensive",0.25,"AGE",1000,"power",2.85745991124622,2.8713036755157,2.71231284680085
100,"Intensive",0.25,"AGE",1000,"power",13.3196786361286,13.992272809054,12.0452847279237
100,"Intensive",0.25,"AGE",1000,"power",2.99196254493108,3.01945014113792,2.84743183728852
100,"Intensive",0.25,"AGE",1000,"power",2.23564608770266,2.25152789831546,2.12806313256234
100,"Intensive",0.25,"AGE",1000,"power",14.6337503799468,15.5552523583555,13.1027639974556
100,"Intensive",0.25,"AGE",1000,"power",9.23836405673774,9.58152735344998,8.49364356859612
100,"Intensive",0.25,"AGE",1000,"power",14.5205479308534,15.4004178093817,13.0549187877314
100,"Intensive",0.25,"AGE",1000,"power",19.7244920281992,21.2902233048373,17.252375678426
100,"Intensive",0.25,"AGE",1000,"power",16.3327509341216,17.3104760382329,14.550466094351
100,"Intensive",0.25,"AGE",1000,"power",6.4097975790919,6.56839180884843,5.98658810624221
100,"Intensive",0.25,"AGE",1000,"power",9.02321835174916,9.36211791687829,8.32677299315044
100,"Intensive",0.25,"AGE",1000,"power",22.1745945801167,24.4282518867523,18.9412065410845
100,"Intensive",0.25,"AGE",1000,"power",4.01963457337752,4.10346464475752,3.78403857192168
100,"Intensive",0.25,"AGE",1000,"power",2.13714513153172,2.14250625315424,2.04021387956276
100,"Intensive",0.25,"AGE",1000,"power",17.1136247054801,18.3936772967102,15.2332639045052
100,"Intensive",0.25,"AGE",1000,"power",0.0508878962864401,0.0510240521046139,0.0489718657722278
100,"Intensive",0.25,"AGE",1000,"power",8.91883975751261,9.24771872436652,8.23461981460426
100,"Intensive",0.25,"AGE",1000,"power",7.44768165287769,7.71315464377766,6.87487566686828
100,"Intensive",0.25,"AGE",1000,"power",2.66373968292373,2.68213149198398,2.54004405238103
100,"Intensive",0.25,"AGE",1000,"power",12.6736220901721,13.2895044986737,11.5322804967759
100,"Intensive",0.25,"AGE",1000,"power",4.85708226793577,4.96040299219195,4.56913519847156
100,"Intensive",0.25,"AGE",1000,"power",14.3702511731963,15.36809976498,12.8171722683756
100,"Intensive",0.25,"AGE",1000,"power",19.3104289256335,20.9993122824027,16.9367364796101
100,"Intensive",0.25,"AGE",1000,"power",3.47935576119471,3.53304012316543,3.29028388535871
100,"Intensive",0.25,"AGE",1000,"power",29.929683263902,33.8250620034622,24.9787539341548
100,"Intensive",0.25,"AGE",1000,"power",3.70240427273984,3.75308592238172,3.50536307379593
100,"Intensive",0.25,"AGE",1000,"power",7.6253551176078,7.85479973734916,7.05155589507023
100,"Intensive",0.25,"AGE",1000,"power",13.55132962282,14.3077180038651,12.2406400401442
100,"Intensive",0.25,"AGE",1000,"power",6.0666735239065,6.20631644852882,5.64157862436083
100,"Intensive",0.25,"AGE",1000,"power",12.8771359238699,13.7763816175065,11.523256358214
100,"Intensive",0.25,"AGE",1000,"power",6.56391965327111,6.75858056894652,6.07181929896224
100,"Intensive",0.25,"AGE",1000,"power",10.3983734081785,10.8648472602767,9.49772419308148
100,"Intensive",0.25,"AGE",1000,"power",17.9918219284355,19.501512817076,15.853374583366
100,"Intensive",0.25,"AGE",1000,"power",8.31509994295266,8.61029811304355,7.64718917712177
100,"Intensive",0.25,"AGE",1000,"power",2.74745747349698,2.77320245894922,2.60552814835134
100,"Intensive",0.25,"AGE",1000,"power",9.18815596022523,9.52261682535982,8.47987739914187
100,"Intensive",0.25,"AGE",1000,"power",4.87734747504055,4.96311232761516,4.59505173985418
100,"Intensive",0.25,"AGE",1000,"power",0.879525601138994,0.877926279218176,0.844805130527244
100,"Intensive",0.25,"AGE",1000,"power",3.57697470605854,3.63792129820329,3.38721829039036
100,"Intensive",0.25,"AGE",1000,"power",18.4871269187397,19.5895626518936,16.3501329141623
100,"Intensive",0.25,"AGE",1000,"power",16.0133489083837,17.1503450881835,14.2805675358368
100,"Intensive",0.25,"AGE",1000,"power",16.8163190258656,17.927971505058,14.9455233057004
100,"Intensive",0.25,"AGE",1000,"power",2.09468396063676,2.11432010257446,1.99545424427606
100,"Intensive",0.25,"AGE",1000,"power",4.55118189976201,4.63508286890699,4.28894005241827
100,"Intensive",0.25,"AGE",1000,"power",5.31870776605228,5.44887988181827,4.97345476016931
100,"Intensive",0.25,"AGE",1000,"power",1.77740057581377,1.79193874057157,1.69285893799919
100,"Intensive",0.25,"AGE",1000,"power",8.91713203184736,9.15146306957047,8.21310672202518
100,"Intensive",0.25,"AGE",1000,"power",10.8414936302879,11.3698297601881,9.91572437263853
100,"Intensive",0.25,"AGE",1000,"power",32.606497473068,37.3353112551951,27.004216729415
100,"Intensive",0.25,"AGE",1000,"power",6.8130717139411,7.02945761585827,6.34051293881863
100,"Intensive",0.25,"AGE",1000,"power",3.74415814990789,3.79034057320603,3.55110397359653
100,"Intensive",0.25,"AGE",1000,"power",5.44708772167814,5.55808687264398,5.12637275415463
100,"Intensive",0.25,"AGE",1000,"power",8.73453083638833,9.06595403896257,8.07876305646369
100,"Intensive",0.25,"AGE",1000,"power",11.7328608789094,12.3038494549052,10.6286652794748
100,"Intensive",0.25,"AGE",1000,"power",5.83508428845653,5.99052372657712,5.4616215031636
